ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
hebrew-465_husbandlandownercitizen-1,,hebrew,465_husbandlandownercitizen,baˁal,baʕal,b a ʕ a l,,,335,,^ b a ʕ a l $,default
syriac-466_ownerhusband-1,,syriac,466_ownerhusband,baˁlā,baʕlaː,b a ʕ l aː,,,335,,^ b a ʕ l aː $,default
arabic-467_ownerlord-1,,arabic,467_ownerlord,baˁl-,baʕl-,b a ʕ l,,,335,,^ b a ʕ l - $,default
geez-468_ownerpossessormaster-1,,geez,468_ownerpossessormaster,"bāˁl, baˁāl",baːʕl,b aː ʕ l,,,335,,^ b aː ʕ l $,default
ps-469_-1,,ps,469_,*šry/šrw,ʃrj,ʃ r j,,,338,,^ ʃ r j $,default
akkadian-470_tobegin-1,,akkadian,470_tobegin,šurrû,ʃurrû,ʃ u r r û,,,338,,^ ʃ u r r û $,default
ugaritic-471_torelease-1,,ugaritic,471_torelease,šry,ʃrj,ʃ r j,,,338,,^ ʃ r j $,default
hebrew-472_toletloose-1,,hebrew,472_toletloose,šry,ʃrj,ʃ r j,,,338,,^ ʃ r j $,default
syriac-473_toloosen-1,,syriac,473_toloosen,šry,ʃrj,ʃ r j,,,338,,^ ʃ r j $,default
arabic-474_tothrowofftoremove-1,,arabic,474_tothrowofftoremove,srw,srw,s r w,,,338,,^ s r w $,default
geez-475_topardontoabsolvetoforgive-1,,geez,475_topardontoabsolvetoforgive,saraya,saraja,s a r a j a,,,338,,^ s a r a j a $,default
ps-476_toburn-1,,ps,476_toburn,*wḳd/*ḳwd,wqˤd,w qˤ d,,,341,,^ w qˤ d $,default
akkadian-477_tosetafiretokindletoburn-1,,akkadian,477_tosetafiretokindletoburn,ḳâdu,qˤâdu,qˤ â d u,,,341,,^ qˤ â d u $,default
hebrew-476_toburn-1,,hebrew,476_toburn,yḳd,jqˤd,j qˤ d,,,341,,^ j qˤ d $,default
syriac-476_toburn-1,,syriac,476_toburn,yḳd,jqˤd,j qˤ d,,,341,,^ j qˤ d $,default
arabic-478_toburntoburnup-1,,arabic,478_toburntoburnup,wqd,wqd,w q d,,,341,,^ w q d $,default
ps-479_tobe-1,,ps,479_tobe,*hwy,hwj,h w j,,,343,,^ h w j $,default
akkadian-480_tochangetoturninto-1,,akkadian,480_tochangetoturninto,ewû,ewû,e w û,,,343,,^ e w û $,default
hebrew-481_tobecometolie-1,,hebrew,481_tobecometolie,hwy,hwj,h w j,,,343,,^ h w j $,default
hebrew-482_tocometopasstooccurtobetobecome-1,,hebrew,482_tocometopasstooccurtobetobecome,hwy,hwj,h w j,,,343,,^ h w j $,default
syriac-483_tobetoendurelasttobecomeresultbemade-1,,syriac,483_tobetoendurelasttobecomeresultbemade,hwy,hwj,h w j,,,343,,^ h w j $,default
arabic-435_tofall-2,,arabic,435_tofall,hwy,hwj,h w j,,,343,,^ h w j $,default
ps-484_bullox-1,,ps,484_bullox,*ṯawr-,θawr-,θ a w r,,,345,,^ θ a w r - $,default
akkadian-484_bullox-1,,akkadian,484_bullox,šūru,ʃuːru,ʃ uː r u,,,345,,^ ʃ uː r u $,default
ugaritic-484_bullox-1,,ugaritic,484_bullox,ṯr,θr,θ r,,,345,,^ θ r $,default
hebrew-484_bullox-1,,hebrew,484_bullox,šōr,ʃoːr,ʃ oː r,,,345,,^ ʃ oː r $,default
arabic-484_bullox-1,,arabic,484_bullox,ṯawr-,θawr-,θ a w r,,,345,,^ θ a w r - $,default
arabic-485_cow-1,,arabic,485_cow,ṯawrat-,θawrat-,θ a w r a t,,,345,,^ θ a w r a t - $,default
geez-484_bullox-1,,geez,484_bullox,sor,sor,s o r,,,345,,^ s o r $,default
ps-486_face-1,,ps,486_face,*pan(ay)-,pan-,p a n,,,347,,^ p a n - $,default
akkadian-486_face-1,,akkadian,486_face,panu,panu,p a n u,,,347,,^ p a n u $,default
akkadian-487_tofacetogoforward-1,,akkadian,487_tofacetogoforward,panû,panû,p a n û,,,347,,^ p a n û $,default
ugaritic-486_face-1,,ugaritic,486_face,pnm,pnm,p n m,,,347,,^ p n m $,default
hebrew-488_toturn-1,,hebrew,488_toturn,pny,pnj,p n j,,,347,,^ p n j $,default
hebrew-486_face-1,,hebrew,486_face,pānīm,paːniːm,p aː n iː m,,,347,,^ p aː n iː m $,default
syriac-489_toturnaround-1,,syriac,489_toturnaround,pny,pnj,p n j,,,347,,^ p n j $,default
syriac-490_sideregionplace-1,,syriac,490_sideregionplace,pnitā,pnitaː,p n i t aː,,,347,,^ p n i t aː $,default
arabic-491_yardexteriorcourt-1,,arabic,491_yardexteriorcourt,fināˀ,finaːʔ,f i n aː ʔ,,,347,,^ f i n aː ʔ $,default
arabic-492_topassawaytovanish-1,,arabic,492_topassawaytovanish,fny,fnj,f n j,,,347,,^ f n j $,default
geez-493_waypathside-1,,geez,493_waypathside,fәnnā,fənnaː,f ə n n aː,,,347,,^ f ə n n aː $,default
geez-494_waypathroadcourseside-1,,geez,494_waypathroadcourseside,fәnot,fənot,f ə n o t,,,347,,^ f ə n o t $,default
geez-495_tosendaway-1,,geez,495_tosendaway,fannawa,fannawa,f a n n a w a,,,347,,^ f a n n a w a $,default
ps-496_tocomeintoenter-1,,ps,496_tocomeintoenter,*ˁrb/*γrb,ʕrb,ʕ r b,,,348,,^ ʕ r b $,default
akkadian-497_settingofthesun-1,,akkadian,497_settingofthesun,erebu,erebu,e r e b u,,,348,,^ e r e b u $,default
akkadian-496_tocomeintoenter-1,,akkadian,496_tocomeintoenter,erēbu,ereːbu,e r eː b u,,,348,,^ e r eː b u $,default
akkadian-498_pledge-1,,akkadian,498_pledge,erubātu,erubaːtu,e r u b aː t u,,,348,,^ e r u b aː t u $,default
ugaritic-499_sunset-1,,ugaritic,499_sunset,ˁrb,ʕrb,ʕ r b,,,348,,^ ʕ r b $,default
ugaritic-500_toenter-1,,ugaritic,500_toenter,ˁrb,ʕrb,ʕ r b,,,348,,^ ʕ r b $,default
ugaritic-501_togiveaguaranteeorpledgestandsuretyforleaveadeposit-1,,ugaritic,501_togiveaguaranteeorpledgestandsuretyforleaveadeposit,ˁrb,ʕrb,ʕ r b,,,348,,^ ʕ r b $,default
ugaritic-502_guarantorsurety-1,,ugaritic,502_guarantorsurety,ˁrbn,ʕrbn,ʕ r b n,,,348,,^ ʕ r b n $,default
syriac-503_sunsetwest-1,,syriac,503_sunsetwest,maˁrəbā,maʕrəbaː,m a ʕ r ə b aː,,,348,,^ m a ʕ r ə b aː $,default
arabic-504_togoawaytodeparttohidetodisappeartobeforeignorobscure-1,,arabic,504_togoawaytodeparttohidetodisappeartobeforeignorobscure,γrb,ɣrb,ɣ r b,,,348,,^ ɣ r b $,default
ps-505_rod-1,,ps,505_rod,*ḫuṭr-,xutˤr-,x u tˤ r,,,351,,^ x u tˤ r - $,default
akkadian-506_stickstaff-1,,akkadian,506_stickstaff,ḫuṭāru,xutˤaːru,x u tˤ aː r u,,,351,,^ x u tˤ aː r u $,default
hebrew-505_rod-1,,hebrew,505_rod,ḥōṭär,ħoːtˤær,ħ oː tˤ æ r,,,351,,^ ħ oː tˤ æ r $,default
syriac-505_rod-1,,syriac,505_rod,ḥuṭrā,ħutˤraː,ħ u tˤ r aː,,,351,,^ ħ u tˤ r aː $,default
arabic-507_branch-1,,arabic,507_branch,ḫiṭr-,xitˤr-,x i tˤ r,,,351,,^ x i tˤ r - $,default
ps-508_tobring-1,,ps,508_tobring,*wbl,wbl,w b l,,,353,,^ w b l $,default
akkadian-509_tobringtotransport-1,,akkadian,509_tobringtotransport,wabālu,wabaːlu,w a b aː l u,,,353,,^ w a b aː l u $,default
ugaritic-510_tocarrytobringtotake-1,,ugaritic,510_tocarrytobringtotake,ybl,jbl,j b l,,,353,,^ j b l $,default
hebrew-511_floodthedeluge-1,,hebrew,511_floodthedeluge,mabbūl,mabbuːl,m a b b uː l,,,353,,^ m a b b uː l $,default
hebrew-512_hiptobring-1,,hebrew,512_hiptobring,ybl,jbl,j b l,,,353,,^ j b l $,default
syriac-513_toleadtodeilvertotranslate-1,,syriac,513_toleadtodeilvertotranslate,ybl,jbl,j b l,,,353,,^ j b l $,default
ps-514_tobebiggreattobenumerous-1,,ps,514_tobebiggreattobenumerous,*kbr,kbr,k b r,,,354,,^ k b r $,default
akkadian-515_fatthicklarge-1,,akkadian,515_fatthicklarge,kabru,kabru,k a b r u,,,354,,^ k a b r u $,default
akkadian-516_fattenedsheep-1,,akkadian,516_fattenedsheep,takbāru,takbaːru,t a k b aː r u,,,354,,^ t a k b aː r u $,default
hebrew-517_hiptomultiply-1,,hebrew,517_hiptomultiply,kbr,kbr,k b r,,,354,,^ k b r $,default
hebrew-518_strongmightymanynumerous-1,,hebrew,518_strongmightymanynumerous,kabbīr,kabbiːr,k a b b iː r,,,354,,^ k a b b iː r $,default
arabic-519_tobegreatbig-1,,arabic,519_tobegreatbig,kbr,kbr,k b r,,,354,,^ k b r $,default
geez-520_honoredhonorablegloriousmagnificentfamousillustriousnobleprecious-1,,geez,520_honoredhonorablegloriousmagnificentfamousillustriousnobleprecious,kəbur,kəbur,k ə b u r,,,354,,^ k ə b u r $,default
ps-521_soulasreceptacleofvitalenergy-1,,ps,521_soulasreceptacleofvitalenergy,*napš-,napʃ-,n a p ʃ,,,356,,^ n a p ʃ - $,default
akkadian-522_lifesoul-1,,akkadian,522_lifesoul,napištu,napiʃtu,n a p i ʃ t u,,,356,,^ n a p i ʃ t u $,default
ugaritic-523_appetitbegehrenseelelebewesenmenschappetitdesiresoullivingthinghuman-1,,ugaritic,523_appetitbegehrenseelelebewesenmenschappetitdesiresoullivingthinghuman,npš,npʃ,n p ʃ,,,356,,^ n p ʃ $,default
geez-524_soulspiritbreathlifeetc-1,,geez,524_soulspiritbreathlifeetc,nafs,nafs,n a f s,,,356,,^ n a f s $,default
ps-525_tosupporttoleanupon-1,,ps,525_tosupporttoleanupon,*smk,smk,s m k,,,358,,^ s m k $,default
akkadian-526_todamacanaltocover-1,,akkadian,526_todamacanaltocover,samāku,samaːku,s a m aː k u,,,358,,^ s a m aː k u $,default
ugaritic-527_height-1,,ugaritic,527_height,smkt,smkt,s m k t,,,358,,^ s m k t $,default
ps-528_kindofbird-1,,ps,528_kindofbird,*ˀabbVk-,ʔabb-k-,ʔ a b b k,,,359,,^ ʔ a b b - k - $,default
syriac-529_roostercock-1,,syriac,529_roostercock,"ˀabakkā, ˀābkā, bakkā",ʔabakkaː,ʔ a b a k k aː,,,359,,^ ʔ a b a k k aː $,default
ps-528_kindofbird-2,,ps,528_kindofbird,*ˀVbbVl-,ʔ-bb-l-,ʔ b b l,,,361,,^ ʔ - b b - l - $,default
akkadian-530_abird-1,,akkadian,530_abird,ibbiltu,ibbiltu,i b b i l t u,,,361,,^ i b b i l t u $,default
arabic-531_plnomdoiseauxfabuleuxnameoffabulousbirds-1,,arabic,531_plnomdoiseauxfabuleuxnameoffabulousbirds,ˀabābīl-,ʔabaːbiːl-,ʔ a b aː b iː l,,,361,,^ ʔ a b aː b iː l - $,default
geez-532_nameofafictiousbird-1,,geez,532_nameofafictiousbird,bābil,baːbil,b aː b i l,,,361,,^ b aː b i l $,default
ps-533_cattle-1,,ps,533_cattle,*ˀalp-,ʔalp-,ʔ a l p,,,362,,^ ʔ a l p - $,default
akkadian-534_bulloxheadofcattlebeef-1,,akkadian,534_bulloxheadofcattlebeef,alpu,alpu,a l p u,,,362,,^ a l p u $,default
ugaritic-535_headofcattlebullockyearlingcalfyoungheadofcattle-1,,ugaritic,535_headofcattlebullockyearlingcalfyoungheadofcattle,ˀalp,ʔalp,ʔ a l p,,,362,,^ ʔ a l p $,default
hebrew-533_cattle-1,,hebrew,533_cattle,ˀäläp,ʔælæp,ʔ æ l æ p,,,362,,^ ʔ æ l æ p $,default
ps-536_lamb-1,,ps,536_lamb,*ˀimmar-,ʔimmar-,ʔ i m m a r,,,363,,^ ʔ i m m a r - $,default
akkadian-537_sheepsheepandgoatsram-1,,akkadian,537_sheepsheepandgoatsram,immeru,immeru,i m m e r u,,,363,,^ i m m e r u $,default
ugaritic-536_lamb-1,,ugaritic,536_lamb,ˀmr,ʔmr,ʔ m r,,,363,,^ ʔ m r $,default
hebrew-536_lamb-1,,hebrew,536_lamb,ˀimmēr,ʔimmeːr,ʔ i m m eː r,,,363,,^ ʔ i m m eː r $,default
syriac-536_lamb-1,,syriac,536_lamb,ˀemmrā,ʔemmraː,ʔ e m m r aː,,,363,,^ ʔ e m m r aː $,default
arabic-536_lamb-1,,arabic,536_lamb,ˀa/immar-,ʔa,ʔ a,,,363,,^ ʔ a $,default
ps-528_kindofbird-3,,ps,528_kindofbird,*ˀanap-at-,ʔanap-at-,ʔ a n a p a t,,,365,,^ ʔ a n a p - a t - $,default
akkadian-530_abird-2,,akkadian,530_abird,anpatu,anpatu,a n p a t u,,,365,,^ a n p a t u $,default
hebrew-538_kindofbirdploverorcormorant-1,,hebrew,538_kindofbirdploverorcormorant,ˀănāpā,ʔănaːpaː,ʔ ă n aː p aː,,,365,,^ ʔ ă n aː p aː $,default
syriac-539_abirdlargevultureeagle-1,,syriac,539_abirdlargevultureeagle,ˀanpā,ʔanpaː,ʔ a n p aː,,,365,,^ ʔ a n p aː $,default
ps-540_asmallpredatorymammal-1,,ps,540_asmallpredatorymammal,"*ˀVnar-, *ˀVran-",ʔ-nar-,ʔ n a r,,,366,,^ ʔ - n a r - $,default
akkadian-541_youngdogpuppycubofawildanimal-1,,akkadian,541_youngdogpuppycubofawildanimal,mīrānu,miːraːnu,m iː r aː n u,,,366,,^ m iː r aː n u $,default
ugaritic-542_dogcur-1,,ugaritic,542_dogcur,ˀinr,ʔinr,ʔ i n r,,,366,,^ ʔ i n r $,default
ugaritic-543_puppypuppydog-1,,ugaritic,543_puppypuppydog,ˀirn,ʔirn,ʔ i r n,,,366,,^ ʔ i r n $,default
arabic-544_mordresaisiraveclesdentstobitetograspwithteeth-1,,arabic,544_mordresaisiraveclesdentstobitetograspwithteeth,ˀrn,ʔrn,ʔ r n,,,366,,^ ʔ r n $,default
arabic-545_repairedunebeteferocelairofaferociousbeast-1,,arabic,545_repairedunebeteferocelairofaferociousbeast,"ˀirān-, miˀrān-",ʔiraːn-,ʔ i r aː n,,,366,,^ ʔ i r aː n - $,default
arabic-546_chat-1,,arabic,546_chat,hārūn-,haːruːn-,h aː r uː n,,,366,,^ h aː r uː n - $,default
ps-547_kindofwildcat-1,,ps,547_kindofwildcat,*ˀa(n)z/ḏar-,ʔaz,ʔ a z,,,367,,^ ʔ a z $,default
akkadian-548_lynx-1,,akkadian,548_lynx,azaru,azaru,a z a r u,,,367,,^ a z a r u $,default
arabic-546_chat-2,,arabic,546_chat,ˀazram-,ʔazram-,ʔ a z r a m,,,367,,^ ʔ a z r a m - $,default
geez-549_wildcat-1,,geez,549_wildcat,ˀanzar,ʔanzar,ʔ a n z a r,,,367,,^ ʔ a n z a r $,default
ps-550_kindofsnakeviper-1,,ps,550_kindofsnakeviper,*ˀapˁaw-,ʔapʕaw-,ʔ a p ʕ a w,,,368,,^ ʔ a p ʕ a w - $,default
ugaritic-551_viper-1,,ugaritic,551_viper,ˀapˁ,ʔapʕ,ʔ a p ʕ,,,368,,^ ʔ a p ʕ $,default
hebrew-552_asnake-1,,hebrew,552_asnake,ˀäpˁǟ,ʔæpʕæː,ʔ æ p ʕ æː,,,368,,^ ʔ æ p ʕ æː $,default
arabic-553_vipereviper-1,,arabic,553_vipereviper,ˀafˁan-,ʔafʕan-,ʔ a f ʕ a n,,,368,,^ ʔ a f ʕ a n - $,default
geez-554_adderviper-1,,geez,554_adderviper,ˀafˁot,ʔafʕot,ʔ a f ʕ o t,,,368,,^ ʔ a f ʕ o t $,default
ps-555_locust-1,,ps,555_locust,*ˀa/irbay-,ʔa,ʔ a,,,369,,^ ʔ a $,default
akkadian-555_locust-1,,akkadian,555_locust,erbû,erbû,e r b û,,,369,,^ e r b û $,default
ugaritic-555_locust-1,,ugaritic,555_locust,ˀirby,ʔirbj,ʔ i r b j,,,369,,^ ʔ i r b j $,default
hebrew-556_migratorylocust-1,,hebrew,556_migratorylocust,ˀarbǟ,ʔarbæː,ʔ a r b æː,,,369,,^ ʔ a r b æː $,default
syriac-557_crab-1,,syriac,557_crab,ˀarbitā,ʔarbitaː,ʔ a r b i t aː,,,369,,^ ʔ a r b i t aː $,default
arabic-558_locustamarina-1,,arabic,558_locustamarina,ˀirbiyān-,ʔirbijaːn-,ʔ i r b i j aː n,,,369,,^ ʔ i r b i j aː n - $,default
ps-559_cowheifer-1,,ps,559_cowheifer,*ˀarḫ-,ʔarx-,ʔ a r x,,,370,,^ ʔ a r x - $,default
akkadian-485_cow-1,,akkadian,485_cow,arḫu,arxu,a r x u,,,370,,^ a r x u $,default
ugaritic-559_cowheifer-1,,ugaritic,559_cowheifer,ˀarḫ,ʔarx,ʔ a r x,,,370,,^ ʔ a r x $,default
arabic-560_jeunetaureauyoungbull-1,,arabic,560_jeunetaureauyoungbull,ˀirḫ-,ʔirx-,ʔ i r x,,,370,,^ ʔ i r x - $,default
arabic-561_antilope-1,,arabic,561_antilope,ˀirāḫ-,ʔiraːx-,ʔ i r aː x,,,370,,^ ʔ i r aː x - $,default
arabic-562_genisseheifer-1,,arabic,562_genisseheifer,ˀirḫat-,ʔirxat-,ʔ i r x a t,,,370,,^ ʔ i r x a t - $,default
ps-563_wildgoat-1,,ps,563_wildgoat,"*ˀarm-, *ˀarn-",ʔarm-,ʔ a r m,,,371,,^ ʔ a r m - $,default
akkadian-564_buckofgazelleormountaingoat-1,,akkadian,564_buckofgazelleormountaingoat,armu,armu,a r m u,,,371,,^ a r m u $,default
syriac-565_mountaingoat-1,,syriac,565_mountaingoat,ˀarnā,ʔarnaː,ʔ a r n aː,,,371,,^ ʔ a r n aː $,default
geez-566_kindofantelope-1,,geez,566_kindofantelope,ˀornā,ʔornaː,ʔ o r n aː,,,371,,^ ʔ o r n aː $,default
ps-567_hare-1,,ps,567_hare,*ˀarnab(-at)-,ʔarnab-,ʔ a r n a b,,,372,,^ ʔ a r n a b - $,default
akkadian-567_hare-1,,akkadian,567_hare,arnabu,arnabu,a r n a b u,,,372,,^ a r n a b u $,default
hebrew-567_hare-1,,hebrew,567_hare,ˀarnäbät,ʔarnæbæt,ʔ a r n æ b æ t,,,372,,^ ʔ a r n æ b æ t $,default
syriac-568_rabbit-1,,syriac,568_rabbit,ˀarnbā,ʔarnbaː,ʔ a r n b aː,,,372,,^ ʔ a r n b aː $,default
arabic-569_harerabbit-1,,arabic,569_harerabbit,ˀarnab-,ʔarnab-,ʔ a r n a b,,,372,,^ ʔ a r n a b - $,default
geez-567_hare-1,,geez,567_hare,ˀarnab-,ʔarnab-,ʔ a r n a b,,,372,,^ ʔ a r n a b - $,default
geez-567_hare-2,,geez,567_hare,ḳarnab,qˤarnab,qˤ a r n a b,,,372,,^ qˤ a r n a b $,default
ps-528_kindofbird-4,,ps,528_kindofbird,*ˀarVr-,ʔar-r-,ʔ a r r,,,373,,^ ʔ a r - r - $,default
akkadian-570_birdusedfordecoy-1,,akkadian,570_birdusedfordecoy,arru,arru,a r r u,,,373,,^ a r r u $,default
syriac-571_decoybird-1,,syriac,571_decoybird,ˀarrā,ʔarraː,ʔ a r r aː,,,373,,^ ʔ a r r aː $,default
syriac-572_beeeater-1,,syriac,572_beeeater,warwārā,warwaːraː,w a r w aː r aː,,,373,,^ w a r w aː r aː $,default
arabic-573_guepieroiseaubeetreebird-1,,arabic,573_guepieroiseaubeetreebird,warwār-,warwaːr-,w a r w aː r,,,373,,^ w a r w aː r - $,default
ps-574_pinionwing-1,,ps,574_pinionwing,*ˀa/ibr-,ʔa,ʔ a,,,375,,^ ʔ a $,default
akkadian-575_wingfin-1,,akkadian,575_wingfin,abru,abru,a b r u,,,375,,^ a b r u $,default
ugaritic-576_wing-1,,ugaritic,576_wing,ˀibr,ʔibr,ʔ i b r,,,375,,^ ʔ i b r $,default
hebrew-577_pinion-1,,hebrew,577_pinion,"ˀäbrā, ˀēbär",ʔæbraː,ʔ æ b r aː,,,375,,^ ʔ æ b r aː $,default
syriac-578_featherlimb-1,,syriac,578_featherlimb,ˀebrā,ʔebraː,ʔ e b r aː,,,375,,^ ʔ e b r aː $,default
ps-579_boneoflegarmlimb-1,,ps,579_boneoflegarmlimb,*ˀi(-)bVr-at-,ʔib-r-at-,ʔ i b r a t,,,377,,^ ʔ i b - r - a t - $,default
akkadian-580_radiusandulnathetwobonesofthehumanforearm-1,,akkadian,580_radiusandulnathetwobonesofthehumanforearm,ibrētu,ibreːtu,i b r eː t u,,,377,,^ i b r eː t u $,default
hebrew-581_limbpart-1,,hebrew,581_limbpart,ˀēbär,ʔeːbær,ʔ eː b æ r,,,377,,^ ʔ eː b æ r $,default
ps-582_forestwood-1,,ps,582_forestwood,*ḳayŝ-,qˤajɬ-,qˤ a j ɬ,,,378,,^ qˤ a j ɬ - $,default
akkadian-582_forestwood-1,,akkadian,582_forestwood,ḳīštu,qˤiːʃtu,qˤ iː ʃ t u,,,378,,^ qˤ iː ʃ t u $,default
syriac-583_woodtimber-1,,syriac,583_woodtimber,ḳaysā,qˤajsaː,qˤ a j s aː,,,378,,^ qˤ a j s aː $,default
ps-584_grassherb-1,,ps,584_grassherb,*šamm-,ʃamm-,ʃ a m m,,,379,,^ ʃ a m m - $,default
akkadian-584_grassherb-1,,akkadian,584_grassherb,šammu,ʃammu,ʃ a m m u,,,379,,^ ʃ a m m u $,default
ps-585_grassherbspring-1,,ps,585_grassherbspring,*daṯˀ-,daθʔ-,d a θ ʔ,,,380,,^ d a θ ʔ - $,default
akkadian-586_growthspringgrass-1,,akkadian,586_growthspringgrass,dīšu,diːʃu,d iː ʃ u,,,380,,^ d iː ʃ u $,default
hebrew-584_grassherb-1,,hebrew,584_grassherb,däšäˀ,dæʃæʔ,d æ ʃ æ ʔ,,,380,,^ d æ ʃ æ ʔ $,default
syriac-584_grassherb-1,,syriac,584_grassherb,tadˀā,tadʔaː,t a d ʔ aː,,,380,,^ t a d ʔ aː $,default
arabic-587_springrain-1,,arabic,587_springrain,daṯaˀiyy-,daθaʔijj-,d a θ a ʔ i j j,,,380,,^ d a θ a ʔ i j j - $,default
ps-588_wildgoatgazelle-1,,ps,588_wildgoatgazelle,*ˀarwiy-,ʔarwij-,ʔ a r w i j,,,382,,^ ʔ a r w i j - $,default
akkadian-589_gazelle-1,,akkadian,589_gazelle,arwû,arwû,a r w û,,,382,,^ a r w û $,default
arabic-590_plarawiyyarwamountaingoat-1,,arabic,590_plarawiyyarwamountaingoat,ˀurwiyyat-,ʔurwijjat-,ʔ u r w i j j a t,,,382,,^ ʔ u r w i j j a t - $,default
ps-591_amythicalreptiledragon-1,,ps,591_amythicalreptiledragon,*ˀaṯ(h)al-,ʔaθal-,ʔ a θ a l,,,383,,^ ʔ a θ a l - $,default
syriac-592_dragonastarwhichcoversthesunmakinganeclipselunareclipse-1,,syriac,592_dragonastarwhichcoversthesunmakinganeclipselunareclipse,ˀātalyā,ʔaːtaljaː,ʔ aː t a l j aː,,,383,,^ ʔ aː t a l j aː $,default
geez-593_serpentidolofbronzefieldsnake-1,,geez,593_serpentidolofbronzefieldsnake,"nestāli (nesātāli, nǝstāle)",nestaːli,n e s t aː l i,,,383,,^ n e s t aː l i $,default
ps-594_donkeymare-1,,ps,594_donkeymare,*ˀatān-,ʔataːn-,ʔ a t aː n,,,384,,^ ʔ a t aː n - $,default
akkadian-595_maresheassdonkeymare-1,,akkadian,595_maresheassdonkeymare,atānu,ataːnu,a t aː n u,,,384,,^ a t aː n u $,default
ugaritic-596_donkeysheass-1,,ugaritic,596_donkeysheass,ˀatnt (pl.),ʔatnt,ʔ a t n t,,,384,,^ ʔ a t n t $,default
hebrew-597_sheass-1,,hebrew,597_sheass,ˀātōn,ʔaːtoːn,ʔ aː t oː n,,,384,,^ ʔ aː t oː n $,default
syriac-598_sheassass-1,,syriac,598_sheassass,ˀattānā,ʔattaːnaː,ʔ a t t aː n aː,,,384,,^ ʔ a t t aː n aː $,default
arabic-599_sheassdomesticorwild-1,,arabic,599_sheassdomesticorwild,ˀitān-,ʔitaːn-,ʔ i t aː n,,,384,,^ ʔ i t aː n - $,default
ps-600_elbowforearm-1,,ps,600_elbowforearm,*ˀamm-at-,ʔamm-at-,ʔ a m m a t,,,386,,^ ʔ a m m - a t - $,default
akkadian-601_forearmcubit-1,,akkadian,601_forearmcubit,ammatu,ammatu,a m m a t u,,,386,,^ a m m a t u $,default
ugaritic-600_elbowforearm-1,,ugaritic,600_elbowforearm,ˀamt,ʔamt,ʔ a m t,,,386,,^ ʔ a m t $,default
hebrew-602_cubit-1,,hebrew,602_cubit,ˀammā,ʔammaː,ʔ a m m aː,,,386,,^ ʔ a m m aː $,default
syriac-602_cubit-1,,syriac,602_cubit,ˀammətā,ʔammətaː,ʔ a m m ə t aː,,,386,,^ ʔ a m m ə t aː $,default
geez-603_cubitforearm-1,,geez,603_cubitforearm,ˀəmat,ʔəmat,ʔ ə m a t,,,386,,^ ʔ ə m a t $,default
ps-604_chestbreast-1,,ps,604_chestbreast,*ˀir(r)-at-,ʔir-at-,ʔ i r a t,,,389,,^ ʔ i r - a t - $,default
akkadian-604_chestbreast-1,,akkadian,604_chestbreast,irtu,irtu,i r t u,,,389,,^ i r t u $,default
ugaritic-362_breast-1,,ugaritic,362_breast,ˀirt,ʔirt,ʔ i r t,,,389,,^ ʔ i r t $,default
ps-605_testiculus-1,,ps,605_testiculus,*ˀi/ušk(-at)-,ʔi,ʔ i,,,391,,^ ʔ i $,default
akkadian-605_testiculus-1,,akkadian,605_testiculus,išku,iʃku,i ʃ k u,,,391,,^ i ʃ k u $,default
ugaritic-605_testiculus-1,,ugaritic,605_testiculus,ˀušk,ʔuʃk,ʔ u ʃ k,,,391,,^ ʔ u ʃ k $,default
hebrew-605_testiculus-1,,hebrew,605_testiculus,"ˀäšäk, pB. ˀōšäk",ʔæʃæk,ʔ æ ʃ æ k,,,391,,^ ʔ æ ʃ æ k $,default
syriac-606_testicle-1,,syriac,606_testicle,ˀeškətā,ʔeʃkətaː,ʔ e ʃ k ə t aː,,,391,,^ ʔ e ʃ k ə t aː $,default
arabic-607_levreduvagindelafemmewomansvaginalip-1,,arabic,607_levreduvagindelafemmewomansvaginalip,ˀiskat-,ʔiskat-,ʔ i s k a t,,,391,,^ ʔ i s k a t - $,default
geez-608_testiclegenitaliaofmanandwoman-1,,geez,608_testiclegenitaliaofmanandwoman,ˀəskit,ʔəskit,ʔ ə s k i t,,,391,,^ ʔ ə s k i t $,default
ps-609_locktuftofhaircurlfleece-1,,ps,609_locktuftofhaircurlfleece,*ˁidḳ-,ʕidqˤ-,ʕ i d qˤ,,,392,,^ ʕ i d qˤ - $,default
akkadian-610_fleecelockofhairwadortuftofwool-1,,akkadian,610_fleecelockofhairwadortuftofwool,itḳu,itqˤu,i t qˤ u,,,392,,^ i t qˤ u $,default
syriac-611_pledkeetkelockofhairfringes-1,,syriac,611_pledkeetkelockofhairfringes,ˁedḳətā,ʕedqˤətaː,ʕ e d qˤ ə t aː,,,392,,^ ʕ e d qˤ ə t aː $,default
arabic-612_apieceofcoloredwoolthatishungaroundtheneckofananimaltorecognizeit-1,,arabic,612_apieceofcoloredwoolthatishungaroundtheneckofananimaltorecognizeit,"ˁaḏqat-, ˁiḏqat-",ʕaðqat-,ʕ a ð q a t,,,392,,^ ʕ a ð q a t - $,default
ps-613_heel-1,,ps,613_heel,"*ˁaḳib-, *ˁiḳb-",ʕaqˤib-,ʕ a qˤ i b,,,394,,^ ʕ a qˤ i b - $,default
