ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
geez-1375_tosleep-1,,geez,1375_tosleep,ḥarrasa,ħarrasa,ħ a r r a s a,,,961,,^ ħ a r r a s a $,default
ps-1376_tobeinlabourhavelabourpains-1,,ps,1376_tobeinlabourhavelabourpains,*ḫyl,xjl,x j l,,,962,,^ x j l $,default
akkadian-1377_tobeinlabour-1,,akkadian,1377_tobeinlabour,ḫâlu,xâlu,x â l u,,,962,,^ x â l u $,default
akkadian-1378_womaninlabour-1,,akkadian,1378_womaninlabour,ḫayyāltu,xajjaːltu,x a j j aː l t u,,,962,,^ x a j j aː l t u $,default
akkadian-1379_labourpains-1,,akkadian,1379_labourpains,ḫīlū,xiːluː,x iː l uː,,,962,,^ x iː l uː $,default
ugaritic-1380_towrithewithbirthpains-1,,ugaritic,1380_towrithewithbirthpains,ḫl,xl,x l,,,962,,^ x l $,default
ugaritic-1381_procreationchildbirth-1,,ugaritic,1381_procreationchildbirth,ḫllt,xllt,x l l t,,,962,,^ x l l t $,default
hebrew-1379_labourpains-1,,hebrew,1379_labourpains,"ḥīl, ḥīlā",ħiːl,ħ iː l,,,962,,^ ħ iː l $,default
hebrew-1377_tobeinlabour-1,,hebrew,1377_tobeinlabour,ḥyl,ħjl,ħ j l,,,962,,^ ħ j l $,default
arabic-1382_ivavoirdulaitseditdunechamelletohavemilksaidofacamel-1,,arabic,1382_ivavoirdulaitseditdunechamelletohavemilksaidofacamel,ḫyl,xjl,x j l,,,962,,^ x j l $,default
ps-1383_tohaveinflammation-1,,ps,1383_tohaveinflammation,*ḳdḥ,qˤdħ,qˤ d ħ,,,964,,^ qˤ d ħ $,default
akkadian-1384_entzundung-1,,akkadian,1384_entzundung,ḳidḫu,qˤidxu,qˤ i d x u,,,964,,^ qˤ i d x u $,default
hebrew-1385_inflammationfever-1,,hebrew,1385_inflammationfever,ḳaddaḥat,qˤaddaħat,qˤ a d d a ħ a t,,,964,,^ qˤ a d d a ħ a t $,default
syriac-1386_livecoal-1,,syriac,1386_livecoal,ḳdihtā,qˤdihtaː,qˤ d i h t aː,,,964,,^ qˤ d i h t aː $,default
arabic-1387_iisenfoncerdanslorbiteseditdeloeilamaigrirexpressonchevaltosinkintotheorbitsaidoftheeyetoloseweightonpurposeofhorse-1,,arabic,1387_iisenfoncerdanslorbiteseditdeloeilamaigrirexpressonchevaltosinkintotheorbitsaidoftheeyetoloseweightonpurposeofhorse,qdḥ,qdħ,q d ħ,,,964,,^ q d ħ $,default
geez-1388_tobesickperspirehavediarrhea-1,,geez,1388_tobesickperspirehavediarrhea,ḳadḥa,qˤadħa,qˤ a d ħ a,,,964,,^ qˤ a d ħ a $,default
ps-1389_tohaveadiseasecausingfallofhair-1,,ps,1389_tohaveadiseasecausingfallofhair,*ḳrd,qˤrd,qˤ r d,,,966,,^ qˤ r d $,default
akkadian-1390_topluckwool-1,,akkadian,1390_topluckwool,ḳarādu,qˤaraːdu,qˤ a r aː d u,,,966,,^ qˤ a r aː d u $,default
akkadian-1391_withhairfallingoutintufts-1,,akkadian,1391_withhairfallingoutintufts,ḳurrudu,qˤurrudu,qˤ u r r u d u,,,966,,^ qˤ u r r u d u $,default
syriac-1392_castorbean-1,,syriac,1392_castorbean,ḳerdā,qˤerdaː,qˤ e r d aː,,,966,,^ qˤ e r d aː $,default
arabic-1393_tofalloffbydegreesfromthesheepandbecomecompactedinlumpsorclottedsaidofwool-1,,arabic,1393_tofalloffbydegreesfromthesheepandbecomecompactedinlumpsorclottedsaidofwool,qrd,qrd,q r d,,,966,,^ q r d $,default
arabic-1394_woolstickingtogetherandcompactedinalump-1,,arabic,1394_woolstickingtogetherandcompactedinalump,"qarad-, qarid-",qarad-,q a r a d,,,966,,^ q a r a d - $,default
ps-1395_toscraperemovehairbyscraping-1,,ps,1395_toscraperemovehairbyscraping,*grd,grd,g r d,,,967,,^ g r d $,default
akkadian-1396_mitschutteremhaar-1,,akkadian,1396_mitschutteremhaar,gardu,gardu,g a r d u,,,967,,^ g a r d u $,default
hebrew-1397_hitpatoscrapeoneself-1,,hebrew,1397_hitpatoscrapeoneself,grd,grd,g r d,,,967,,^ g r d $,default
syriac-1398_toscrapeofftoerasetotakeaway-1,,syriac,1398_toscrapeofftoerasetotakeaway,grd,grd,g r d,,,967,,^ g r d $,default
syriac-1325_bald-1,,syriac,1325_bald,grādā,graːdaː,g r aː d aː,,,967,,^ g r aː d aː $,default
arabic-1399_tohavenohair-1,,arabic,1399_tohavenohair,ǯrd,grd,g r d,,,967,,^ g r d $,default
geez-1400_removechaff-1,,geez,1400_removechaff,grd,grd,g r d,,,967,,^ g r d $,default
ps-1401_tovomit-1,,ps,1401_tovomit,*ḳy/wˀ,qˤj,qˤ j,,,970,,^ qˤ j $,default
akkadian-1402_tospewtovomit-1,,akkadian,1402_tospewtovomit,kâˀu,kâʔu,k â ʔ u,,,970,,^ k â ʔ u $,default
hebrew-1403_tospitbesickhiptovomitsomething-1,,hebrew,1403_tospitbesickhiptovomitsomething,ḳyˀ,qˤjʔ,qˤ j ʔ,,,970,,^ qˤ j ʔ $,default
arabic-1401_tovomit-1,,arabic,1401_tovomit,qyˀ,qjʔ,q j ʔ,,,970,,^ q j ʔ $,default
geez-1401_tovomit-1,,geez,1401_tovomit,ḳeˀa,qˤeʔa,qˤ e ʔ a,,,970,,^ qˤ e ʔ a $,default
ps-1404_tohavesexualdesiredischargespermexudevaginalsecretion-1,,ps,1404_tohavesexualdesiredischargespermexudevaginalsecretion,*mny,mnj,m n j,,,972,,^ m n j $,default
akkadian-1405_tolovetobecomefondofso-1,,akkadian,1405_tolovetobecomefondofso,menû,menû,m e n û,,,972,,^ m e n û $,default
hebrew-1406_typekind-1,,hebrew,1406_typekind,mīn,miːn,m iː n,,,972,,^ m iː n $,default
syriac-1407_racestock-1,,syriac,1407_racestock,mīnā,miːnaː,m iː n aː,,,972,,^ m iː n aː $,default
arabic-1408_epoqueousetrouveunefemellelorsquelleaetecouverteparlemaletimewhenafemaleisfoundwhenshehasbeencoveredbythemale-1,,arabic,1408_epoqueousetrouveunefemellelorsquelleaetecouverteparlemaletimewhenafemaleisfoundwhenshehasbeencoveredbythemale,munwat-,munwat-,m u n w a t,,,972,,^ m u n w a t - $,default
arabic-1409_laissercoulerlespermedanslacopulationouautrementletthespermflowincopulationorotherwise-1,,arabic,1409_laissercoulerlespermedanslacopulationouautrementletthespermflowincopulationorotherwise,mny,mnj,m n j,,,972,,^ m n j $,default
arabic-1410_vtowishdesire-1,,arabic,1410_vtowishdesire,mny,mnj,m n j,,,972,,^ m n j $,default
arabic-1411_spermeliqueurdelafemellequisemeleauspermeetcontribuealagenerationspermliquorofthefemalewhichmixeswiththespermandcontributestothegeneration-1,,arabic,1411_spermeliqueurdelafemellequisemeleauspermeetcontribuealagenerationspermliquorofthefemalewhichmixeswiththespermandcontributestothegeneration,"minā, minaⁿ",minaː,m i n aː,,,972,,^ m i n aː $,default
arabic-1412_spermedumaleliqueuruterinedelafemellesemenfromthemalefemaleuterineliquor-1,,arabic,1412_spermedumaleliqueuruterinedelafemellesemenfromthemalefemaleuterineliquor,maniyy-,manijj-,m a n i j j,,,972,,^ m a n i j j - $,default
geez-1413_towishdesirebeeagerfor-1,,geez,1413_towishdesirebeeagerfor,tamannaya,tamannaja,t a m a n n a j a,,,972,,^ t a m a n n a j a $,default
geez-1414_wishdesirelust-1,,geez,1414_wishdesirelust,tamnet,tamnet,t a m n e t,,,972,,^ t a m n e t $,default
ps-1415_tobrayofdonkeycrygroanroar-1,,ps,1415_tobrayofdonkeycrygroanroar,*nhḳ,nhqˤ,n h qˤ,,,973,,^ n h qˤ $,default
akkadian-1416_tobraytoneigh-1,,akkadian,1416_tobraytoneigh,nagāgu,nagaːgu,n a g aː g u,,,973,,^ n a g aː g u $,default
akkadian-1417_tocrytogroan-1,,akkadian,1417_tocrytogroan,nâḳu,nâqˤu,n â qˤ u,,,973,,^ n â qˤ u $,default
ugaritic-1418_braying-1,,ugaritic,1418_braying,nhḳt,nhqˤt,n h qˤ t,,,973,,^ n h qˤ t $,default
hebrew-1419_tosob-1,,hebrew,1419_tosob,nhg,nhg,n h g,,,973,,^ n h g $,default
hebrew-1088_tobray-1,,hebrew,1088_tobray,nhḳ,nhqˤ,n h qˤ,,,973,,^ n h qˤ $,default
arabic-1420_tomoan-1,,arabic,1420_tomoan,nˀǯ,nʔg,n ʔ g,,,973,,^ n ʔ g $,default
arabic-1421_braireseditdelanebrayofdonkey-1,,arabic,1421_braireseditdelanebrayofdonkey,nhq,nhq,n h q,,,973,,^ n h q $,default
arabic-1422_coassersanscessetocroakincessantly-1,,arabic,1422_coassersanscessetocroakincessantly,nqnq,nqnq,n q n q,,,973,,^ n q n q $,default
arabic-1423_coassermiaulergloussertocroakmeowsquawk-1,,arabic,1423_coassermiaulergloussertocroakmeowsquawk,nqq,nqq,n q q,,,973,,^ n q q $,default
geez-1424_togroansigh-1,,geez,1424_togroansigh,"nǝhka, nahaka, nǝḥka",nǝhka,n ə h k a,,,973,,^ n ǝ h k a $,default
geez-1088_tobray-1,,geez,1088_tobray,nǝhḳa,nǝhqˤa,n ə h qˤ a,,,973,,^ n ǝ h qˤ a $,default
geez-1425_toemitasoundreferringtoanysoundofanimalsandbirdsscreamshout-1,,geez,1425_toemitasoundreferringtoanysoundofanimalsandbirdsscreamshout,naḳawa,naqˤawa,n a qˤ a w a,,,973,,^ n a qˤ a w a $,default
ps-1426_plumagefeathers-1,,ps,1426_plumagefeathers,*nāṣiy-at-,naːsˤij-at-,n aː sˤ i j a t,,,975,,^ n aː sˤ i j - a t - $,default
akkadian-1426_plumagefeathers-1,,akkadian,1426_plumagefeathers,nāṣu,naːsˤu,n aː sˤ u,,,975,,^ n aː sˤ u $,default
hebrew-1427_feathers-1,,hebrew,1427_feathers,nōṣā,noːsˤaː,n oː sˤ aː,,,975,,^ n oː sˤ aː $,default
arabic-1428_forelock-1,,arabic,1428_forelock,nāṣiyat-,naːsˤijat-,n aː sˤ i j a t,,,975,,^ n aː sˤ i j a t - $,default
ps-1429_teardrop-1,,ps,1429_teardrop,*dVmˁ-at-,d-mʕ-at-,d m ʕ a t,,,976,,^ d - m ʕ - a t - $,default
akkadian-1430_tear-1,,akkadian,1430_tear,dīmtu,diːmtu,d iː m t u,,,976,,^ d iː m t u $,default
ugaritic-1430_tear-1,,ugaritic,1430_tear,dmˁ,dmʕ,d m ʕ,,,976,,^ d m ʕ $,default
hebrew-1430_tear-1,,hebrew,1430_tear,dimˁā,dimʕaː,d i m ʕ aː,,,976,,^ d i m ʕ aː $,default
syriac-1430_tear-1,,syriac,1430_tear,demˁtā,demʕtaː,d e m ʕ t aː,,,976,,^ d e m ʕ t aː $,default
arabic-1430_tear-1,,arabic,1430_tear,damˁ-,damʕ-,d a m ʕ,,,976,,^ d a m ʕ - $,default
ps-1431_togushforth-1,,ps,1431_togushforth,*nbˁ,nbʕ,n b ʕ,,,977,,^ n b ʕ $,default
geez-1430_tear-1,,geez,1430_tear,ˀanbəˁ,ʔanbəʕ,ʔ a n b ə ʕ,,,977,,^ ʔ a n b ə ʕ $,default
ps-1432_sweat-1,,ps,1432_sweat,*ḏVˁ-at-,ð-ʕ-at-,ð ʕ a t,,,978,,^ ð - ʕ - a t - $,default
akkadian-1432_sweat-1,,akkadian,1432_sweat,zuˀutu,zuʔutu,z u ʔ u t u,,,978,,^ z u ʔ u t u $,default
ugaritic-1432_sweat-1,,ugaritic,1432_sweat,dˁt,dʕt,d ʕ t,,,978,,^ d ʕ t $,default
hebrew-1432_sweat-1,,hebrew,1432_sweat,daˁat,daʕat,d a ʕ a t,,,978,,^ d a ʕ a t $,default
hebrew-1432_sweat-2,,hebrew,1432_sweat,zēˁā,zeːʕaː,z eː ʕ aː,,,978,,^ z eː ʕ aː $,default
syriac-1432_sweat-1,,syriac,1432_sweat,duˁtā,duʕtaː,d u ʕ t aː,,,978,,^ d u ʕ t aː $,default
ps-1433_venombile-1,,ps,1433_venombile,*ḥim-at-,ħim-at-,ħ i m a t,,,980,,^ ħ i m - a t - $,default
akkadian-1434_poisonousfoamspittle-1,,akkadian,1434_poisonousfoamspittle,imtu,imtu,i m t u,,,980,,^ i m t u $,default
ugaritic-1435_venenovenom-1,,ugaritic,1435_venenovenom,ḥmt,ħmt,ħ m t,,,980,,^ ħ m t $,default
hebrew-1436_poisonvenom-1,,hebrew,1436_poisonvenom,ḥēmā,ħeːmaː,ħ eː m aː,,,980,,^ ħ eː m aː $,default
syriac-1437_heatardorpoison-1,,syriac,1437_heatardorpoison,ḥemtā,ħemtaː,ħ e m t aː,,,980,,^ ħ e m t aː $,default
arabic-1438_scorpionsvenom-1,,arabic,1438_scorpionsvenom,ḥumat-,ħumat-,ħ u m a t,,,980,,^ ħ u m a t - $,default
geez-1439_bilegallvenom-1,,geez,1439_bilegallvenom,ḥamot,ħamot,ħ a m o t,,,980,,^ ħ a m o t $,default
ps-1440_foamsalivaexcretion-1,,ps,1440_foamsalivaexcretion,*ruγw-at-,ruɣw-at-,r u ɣ w a t,,,981,,^ r u ɣ w - a t - $,default
akkadian-1441_spittleslaversalivaphlegmmucussap-1,,akkadian,1441_spittleslaversalivaphlegmmucussap,ruˀtu,ruʔtu,r u ʔ t u,,,981,,^ r u ʔ t u $,default
hebrew-1442_secretionexcrements-1,,hebrew,1442_secretionexcrements,"rəˁī, rēˁī",rəʕiː,r ə ʕ iː,,,981,,^ r ə ʕ iː $,default
syriac-1443_foam-1,,syriac,1443_foam,ruˁtā,ruʕtaː,r u ʕ t aː,,,981,,^ r u ʕ t aː $,default
arabic-1444_frothofmilk-1,,arabic,1444_frothofmilk,"raγwat-, ruγwat-",raɣwat-,r a ɣ w a t,,,981,,^ r a ɣ w a t - $,default
ps-1445_tourinate-1,,ps,1445_tourinate,*ṯyn,θjn,θ j n,,,984,,^ θ j n $,default
akkadian-1445_tourinate-1,,akkadian,1445_tourinate,šânu,ʃânu,ʃ â n u,,,984,,^ ʃ â n u $,default
akkadian-1445_tourinate-2,,akkadian,1445_tourinate,šatānu,ʃataːnu,ʃ a t aː n u,,,984,,^ ʃ a t aː n u $,default
akkadian-1446_urine-1,,akkadian,1446_urine,šīnātu,ʃiːnaːtu,ʃ iː n aː t u,,,984,,^ ʃ iː n aː t u $,default
ugaritic-1445_tourinate-1,,ugaritic,1445_tourinate,yṯtn,jθtn,j θ t n,,,984,,^ j θ t n $,default
hebrew-1446_urine-1,,hebrew,1446_urine,šēnēhäm,ʃeːneːhæm,ʃ eː n eː h æ m,,,984,,^ ʃ eː n eː h æ m $,default
hebrew-1447_hipparttopasswaterurinate-1,,hebrew,1447_hipparttopasswaterurinate,maštīn,maʃtiːn,m a ʃ t iː n,,,984,,^ m a ʃ t iː n $,default
syriac-1445_tourinate-1,,syriac,1445_tourinate,twn,twn,t w n,,,984,,^ t w n $,default
syriac-1448_urina-1,,syriac,1448_urina,"tīnā, tūnā, tyānā",tiːnaː,t iː n aː,,,984,,^ t iː n aː $,default
arabic-1449_bladder-1,,arabic,1449_bladder,maṯānat-,maθaːnat-,m a θ aː n a t,,,984,,^ m a θ aː n a t - $,default
geez-1445_tourinate-1,,geez,1445_tourinate,ŝena,ɬena,ɬ e n a,,,984,,^ ɬ e n a $,default
geez-1446_urine-1,,geez,1446_urine,ŝənt,ɬənt,ɬ ə n t,,,984,,^ ɬ ə n t $,default
geez-1449_bladder-1,,geez,1449_bladder,maŝyant,maɬjant,m a ɬ j a n t,,,984,,^ m a ɬ j a n t $,default
ps-1450_nondigestedfoodinthestomach-1,,ps,1450_nondigestedfoodinthestomach,*parṯ-,parθ-,p a r θ,,,985,,^ p a r θ - $,default
akkadian-1451_excrementgore-1,,akkadian,1451_excrementgore,paršu,parʃu,p a r ʃ u,,,985,,^ p a r ʃ u $,default
hebrew-1452_contentsofthegutfaeces-1,,hebrew,1452_contentsofthegutfaeces,päräš,pæræʃ,p æ r æ ʃ,,,985,,^ p æ r æ ʃ $,default
syriac-1453_dungexcrementmudmire-1,,syriac,1453_dungexcrementmudmire,pertā,pertaː,p e r t aː,,,985,,^ p e r t aː $,default
arabic-1454_feces-1,,arabic,1454_feces,farṯ-,farθ-,f a r θ,,,985,,^ f a r θ - $,default
ps-1455_drycowsdung-1,,ps,1455_drycowsdung,*kVbVw-,k-b-w-,k b w,,,986,,^ k - b - w - $,default
akkadian-1456_excrementdungofanimals-1,,akkadian,1456_excrementdungofanimals,kabû,kabû,k a b û,,,986,,^ k a b û $,default
syriac-1457_dungexcrement-1,,syriac,1457_dungexcrement,kəbōtā,kəboːtaː,k ə b oː t aː,,,986,,^ k ə b oː t aː $,default
arabic-1458_orduresoteesdelamaisonetjeteesenuntasgarbageremovedfromthehouseandthrowninaheap-1,,arabic,1458_orduresoteesdelamaisonetjeteesenuntasgarbageremovedfromthehouseandthrowninaheap,"kiban,  kibat-",kiban,k i b a n,,,986,,^ k i b a n $,default
arabic-1459_sweepingsmanure-1,,arabic,1459_sweepingsmanure,"kibat-, kubat-",kibat-,k i b a t,,,986,,^ k i b a t - $,default
geez-1460_drycowsdung-1,,geez,1460_drycowsdung,kəbo,kəbo,k ə b o,,,986,,^ k ə b o $,default
ps-1461_dung-1,,ps,1461_dung,*zibl-,zibl-,z i b l,,,987,,^ z i b l - $,default
akkadian-1462_wastematterrefusedebris-1,,akkadian,1462_wastematterrefusedebris,ziblu,ziblu,z i b l u,,,987,,^ z i b l u $,default
hebrew-1463_foliagepiledupforformingmanuredeposits-1,,hebrew,1463_foliagepiledupforformingmanuredeposits,zäbäl,zæbæl,z æ b æ l,,,987,,^ z æ b æ l $,default
syriac-1461_dung-1,,syriac,1461_dung,zeblā,zeblaː,z e b l aː,,,987,,^ z e b l aː $,default
arabic-1461_dung-1,,arabic,1461_dung,zibl-,zibl-,z i b l,,,987,,^ z i b l - $,default
geez-1461_dung-1,,geez,1461_dung,zəbl,zəbl,z ə b l,,,987,,^ z ə b l $,default
geez-1464_todefecatehavediarrheaspreadmanure-1,,geez,1464_todefecatehavediarrheaspreadmanure,zabala,zabala,z a b a l a,,,987,,^ z a b a l a $,default
ps-1465_tohavesexualintercourse-1,,ps,1465_tohavesexualintercourse,*nyk,njk,n j k,,,995,,^ n j k $,default
akkadian-1466_tohaveillicitsexualintercoursetofornicate-1,,akkadian,1466_tohaveillicitsexualintercoursetofornicate,nâku,nâku,n â k u,,,995,,^ n â k u $,default
arabic-1467_tomarryawoman-1,,arabic,1467_tomarryawoman,nyk,njk,n j k,,,995,,^ n j k $,default
ps-1468_tosleepslumber-1,,ps,1468_tosleepslumber,*nwm,nwm,n w m,,,1000,,^ n w m $,default
akkadian-1469_wakingtime-1,,akkadian,1469_wakingtime,munattu,munattu,m u n a t t u,,,1000,,^ m u n a t t u $,default
akkadian-1470_ittheforestwasstill-1,,akkadian,1470_ittheforestwasstill,nu-ma-at,nu-ma-at,n u m a a t,,,1000,,^ n u - m a - a t $,default
ugaritic-1471_sleepofdeathdrowsiness-1,,ugaritic,1471_sleepofdeathdrowsiness,nhmmt,nhmmt,n h m m t,,,1000,,^ n h m m t $,default
hebrew-1472_tofallasleeptoslumber-1,,hebrew,1472_tofallasleeptoslumber,nwm,nwm,n w m,,,1000,,^ n w m $,default
syriac-1473_tosleepfallasleep-1,,syriac,1473_tosleepfallasleep,nwm,nwm,n w m,,,1000,,^ n w m $,default
arabic-1474_dormirtosleep-1,,arabic,1474_dormirtosleep,nwm,nwm,n w m,,,1000,,^ n w m $,default
geez-1375_tosleep-2,,geez,1375_tosleep,noma,noma,n o m a,,,1000,,^ n o m a $,default
ps-1375_tosleep-1,,ps,1375_tosleep,*wšn,wʃn,w ʃ n,,,1001,,^ w ʃ n $,default
ugaritic-1375_tosleep-1,,ugaritic,1375_tosleep,yšn,jʃn,j ʃ n,,,1001,,^ j ʃ n $,default
hebrew-1375_tosleep-1,,hebrew,1375_tosleep,yšn,jʃn,j ʃ n,,,1001,,^ j ʃ n $,default
arabic-1475_etreendormidunprofondsommeiletredanssonpremiersommesommeillertosleepdeeplytoslumber-1,,arabic,1475_etreendormidunprofondsommeiletredanssonpremiersommesommeillertosleepdeeplytoslumber,wsn,wsn,w s n,,,1001,,^ w s n $,default
ps-1476_eruptionontheskinwhitespot-1,,ps,1476_eruptionontheskinwhitespot,*lam(a)ṯ̣-,lamθˤ-,l a m θˤ,,,1002,,^ l a m θˤ - $,default
akkadian-1477_askineruption-1,,akkadian,1477_askineruption,lamṣatu,lamsˤatu,l a m sˤ a t u,,,1002,,^ l a m sˤ a t u $,default
arabic-1478_awhitenessinthelowerlipofahorse-1,,arabic,1478_awhitenessinthelowerlipofahorse,"lamaḏ̣-, lumḏ̣at-",lamaðˤ-,l a m a ðˤ,,,1002,,^ l a m a ðˤ - $,default
geez-1479_leprosyscab-1,,geez,1479_leprosyscab,lamṣ,lamsˤ,l a m sˤ,,,1002,,^ l a m sˤ $,default
ps-1480_blisterboil-1,,ps,1480_blisterboil,*bVˁbVˁ-,b-ʕb-ʕ-,b ʕ b ʕ,,,1003,,^ b - ʕ b - ʕ - $,default
akkadian-1481_boilpustule-1,,akkadian,1481_boilpustule,"būbuˀtu, buˀbuˀtu, būbūtu, būbuttu",buːbuʔtu,b uː b u ʔ t u,,,1003,,^ b uː b u ʔ t u $,default
hebrew-1482_blistersulcers-1,,hebrew,1482_blistersulcers,ˀăbaˁbūˁōt,ʔăbaʕbuːʕoːt,ʔ ă b a ʕ b uː ʕ oː t,,,1003,,^ ʔ ă b a ʕ b uː ʕ oː t $,default
syriac-1483_flute-1,,syriac,1483_flute,ˀabbūbā,ʔabbuːbaː,ʔ a b b uː b aː,,,1003,,^ ʔ a b b uː b aː $,default
syriac-1484_swellings-1,,syriac,1484_swellings,baˁbuˁyātā,baʕbuʕjaːtaː,b a ʕ b u ʕ j aː t aː,,,1003,,^ b a ʕ b u ʕ j aː t aː $,default
geez-1485_ulcersresultingfromelephantiasispustules-1,,geez,1485_ulcersresultingfromelephantiasispustules,ˀanṗāˁānṗe,ʔanpaːʕaːnpe,ʔ a n p aː ʕ aː n p e,,,1003,,^ ʔ a n p aː ʕ aː n p e $,default
ps-1486_soresscabiesleprosy-1,,ps,1486_soresscabiesleprosy,*ˁabaḳ-,ʕabaqˤ-,ʕ a b a qˤ,,,1004,,^ ʕ a b a qˤ - $,default
akkadian-1487_leprosy-1,,akkadian,1487_leprosy,epḳu,epqˤu,e p qˤ u,,,1004,,^ e p qˤ u $,default
akkadian-1488_askindisease-1,,akkadian,1488_askindisease,epḳennu,epqˤennu,e p qˤ e n n u,,,1004,,^ e p qˤ e n n u $,default
arabic-1489_scarcausedbyawoundintheballormostelevatedpartofthecheek-1,,arabic,1489_scarcausedbyawoundintheballormostelevatedpartofthecheek,ˁabāqiyat-,ʕabaːqijat-,ʕ a b aː q i j a t,,,1004,,^ ʕ a b aː q i j a t - $,default
geez-1490_scabiesitchsoresskinrashleprosy-1,,geez,1490_scabiesitchsoresskinrashleprosy,ˁabaḳ,ʕabaqˤ,ʕ a b a qˤ,,,1004,,^ ʕ a b a qˤ $,default
ps-1491_leprosymangescab-1,,ps,1491_leprosymangescab,*garab-,garab-,g a r a b,,,1005,,^ g a r a b - $,default
akkadian-1487_leprosy-2,,akkadian,1487_leprosy,garabu,garabu,g a r a b u,,,1005,,^ g a r a b u $,default
hebrew-1492_festeringrash-1,,hebrew,1492_festeringrash,gārāb,gaːraːb,g aː r aː b,,,1005,,^ g aː r aː b $,default
syriac-1493_leprosyscabies-1,,syriac,1493_leprosyscabies,garbā,garbaː,g a r b aː,,,1005,,^ g a r b aː $,default
arabic-1494_scabrust-1,,arabic,1494_scabrust,ǯarab-,garab-,g a r a b,,,1005,,^ g a r a b - $,default
ps-1495_kindofskindisease-1,,ps,1495_kindofskindisease,*ṣVrnVˁ-at-,sˤ-rn-ʕ-at-,sˤ r n ʕ a t,,,1006,,^ sˤ - r n - ʕ - a t - $,default
akkadian-1488_askindisease-2,,akkadian,1488_askindisease,ṣernettu,sˤernettu,sˤ e r n e t t u,,,1006,,^ sˤ e r n e t t u $,default
hebrew-1496_skindiseasenotleprosy-1,,hebrew,1496_skindiseasenotleprosy,ṣāraˁat,sˤaːraʕat,sˤ aː r a ʕ a t,,,1006,,^ sˤ aː r a ʕ a t $,default
arabic-1497_smallswellingpustule-1,,arabic,1497_smallswellingpustule,ṣamγat-,sˤamɣat-,sˤ a m ɣ a t,,,1006,,^ sˤ a m ɣ a t - $,default
arabic-1498_sortedexcroissancehideuseavoirsurleslevressurlenezousurlesoreillesakindofuglygrowthseenonthelipsnoseorears-1,,arabic,1498_sortedexcroissancehideuseavoirsurleslevressurlenezousurlesoreillesakindofuglygrowthseenonthelipsnoseorears,ṣimγat-,sˤimɣat-,sˤ i m ɣ a t,,,1006,,^ sˤ i m ɣ a t - $,default
geez-1499_scabmalignantulcer-1,,geez,1499_scabmalignantulcer,ṣərnəˁt,sˤərnəʕt,sˤ ə r n ə ʕ t,,,1006,,^ sˤ ə r n ə ʕ t $,default
ps-1500_molepustule-1,,ps,1500_molepustule,*ḥ/ḫalaˀ-,ħ,ħ,,,1007,,^ ħ $,default
akkadian-1501_blackmoleonthefaceandbodyblackspotadiseaseofbarley-1,,akkadian,1501_blackmoleonthefaceandbodyblackspotadiseaseofbarley,ḫalû,xalû,x a l û,,,1007,,^ x a l û $,default
arabic-1502_pustulesbreakingoutuponthelipsafterafever-1,,arabic,1502_pustulesbreakingoutuponthelipsafterafever,ḥalaˀ-,ħalaʔ-,ħ a l a ʔ,,,1007,,^ ħ a l a ʔ - $,default
ps-1503_birthmarkscarontheskin-1,,ps,1503_birthmarkscarontheskin,*ḥumṣ-at-,ħumsˤ-at-,ħ u m sˤ a t,,,1008,,^ ħ u m sˤ - a t - $,default
akkadian-1504_amoleorwart-1,,akkadian,1504_amoleorwart,umṣatu,umsˤatu,u m sˤ a t u,,,1008,,^ u m sˤ a t u $,default
arabic-1505_cautereulcereartificielcauteryartificialulcer-1,,arabic,1505_cautereulcereartificielcauteryartificialulcer,ḥummaṣat-,ħummasˤat-,ħ u m m a sˤ a t,,,1008,,^ ħ u m m a sˤ a t - $,default
ps-1506_spotontheskinbruisemarkofviolence-1,,ps,1506_spotontheskinbruisemarkofviolence,*ḥVbVr-,ħ-b-r-,ħ b r,,,1009,,^ ħ - b - r - $,default
akkadian-1507_amarkofdiscolorationontheskin-1,,akkadian,1507_amarkofdiscolorationontheskin,ibāru,ibaːru,i b aː r u,,,1009,,^ i b aː r u $,default
hebrew-1508_woundslash-1,,hebrew,1508_woundslash,ḥabbūrā,ħabbuːraː,ħ a b b uː r aː,,,1009,,^ ħ a b b uː r aː $,default
hebrew-1509_skinspecks-1,,hebrew,1509_skinspecks,ḥăbarbūrōt,ħăbarbuːroːt,ħ ă b a r b uː r oː t,,,1009,,^ ħ ă b a r b uː r oː t $,default
syriac-1510_wound-1,,syriac,1510_wound,ḥbārtā,ħbaːrtaː,ħ b aː r t aː,,,1009,,^ ħ b aː r t aː $,default
arabic-1511_markofbeatingahealedwound-1,,arabic,1511_markofbeatingahealedwound,ḥibr-,ħibr-,ħ i b r,,,1009,,^ ħ i b r - $,default
geez-1512_eruptionontheskin-1,,geez,1512_eruptionontheskin,ḥəbərbəre,ħəbərbəre,ħ ə b ə r b ə r e,,,1009,,^ ħ ə b ə r b ə r e $,default
ps-1513_scabiesitchboil-1,,ps,1513_scabiesitchboil,*ḫVŝp-,x-ɬp-,x ɬ p,,,1010,,^ x - ɬ p - $,default
